0,1,2,3,4
-0.0041141706,-0.08040999,0.028197384,-0.007971279,0.09118553
-0.0032385513,-0.07934954,0.029298361,-0.007818875,0.09106634
-0.001563821,-0.07747456,0.031575955,-0.0074577564,0.09108145
-0.0011894942,-0.07739243,0.03176115,-0.007533009,0.0913331
-0.0004969875,-0.076344654,0.03295975,-0.0072597936,0.09113534
-0.00030295696,-0.07601167,0.033334605,-0.007160595,0.091051795
-0.0008727632,-0.076721296,0.03248107,-0.0073243296,0.09109555
-0.0019457381,-0.07811051,0.03084239,-0.0076465616,0.091226585
-0.008165317,-0.08451845,0.023369147,-0.008536072,0.090950236
-0.0009435808,-0.07697518,0.032221474,-0.0074202963,0.09122603
-0.0031717066,-0.079590514,0.02909697,-0.007942192,0.09130182
-0.0006483358,-0.07654719,0.032722585,-0.007308093,0.09115862
-0.00068917725,-0.07650415,0.032750327,-0.0072746202,0.09109215
-0.01405776,-0.09075044,0.016684648,-0.009199968,0.090980455
-0.0032122084,-0.079410724,0.02924287,-0.007858183,0.091132306
-0.007721176,-0.08457221,0.02356148,-0.008610291,0.09137549
-0.011016676,-0.08736162,0.019818269,-0.009004109,0.09068717
-0.001600595,-0.07751222,0.03151146,-0.0074718446,0.091070645
-0.0013185873,-0.07737374,0.031756073,-0.0074810996,0.09121688
-0.0036101858,-0.079578824,0.028959116,-0.007820102,0.090923764
-0.002718741,-0.07903169,0.029797316,-0.0078034275,0.091282904
-0.0019116371,-0.078030676,0.030979086,-0.0075959614,0.09121663
-0.0036889934,-0.07982887,0.028803822,-0.00786341,0.09108375
-0.0017611285,-0.07774842,0.031255607,-0.0075243814,0.09111695
-0.0009482944,-0.07687355,0.032315936,-0.007371654,0.09114562
-0.002236166,-0.07831626,0.030571323,-0.00764593,0.09113853
-0.0030798141,-0.079061,0.029599125,-0.0077442797,0.09097941
-0.0008351216,-0.076702535,0.032512166,-0.0073263096,0.09111412
-0.0019578016,-0.077888206,0.031040097,-0.0075417594,0.09104649
-0.0036155754,-0.07968446,0.028900191,-0.007846103,0.091013126
-0.0016645665,-0.07780401,0.031226382,-0.0075837993,0.09123792
-0.0023266699,-0.07840155,0.030444736,-0.0076668775,0.09111857
-0.0011878076,-0.07703301,0.032089777,-0.0073732706,0.09106161
-0.0029057302,-0.079981044,0.028797721,-0.008168125,0.09180586
-0.0020957787,-0.07825341,0.03066009,-0.0076693892,0.091205716
