0,1,2,3,4
-0.15731156,-0.116058424,-0.029070985,0.12723164,0.123212084
-0.16440707,-0.11832456,-0.034243997,0.13568337,0.12691991
-0.15855488,-0.11645834,-0.029969465,0.12873116,0.123870745
-0.15795898,-0.11627929,-0.029499352,0.12809405,0.12359618
-0.158373,-0.116403684,-0.029826188,0.12853669,0.12378685
-0.1578522,-0.11623615,-0.029449824,0.12790854,0.12351096
-0.16251566,-0.117714226,-0.032882977,0.13338986,0.12591168
-0.15767817,-0.116180256,-0.029323716,0.12769917,0.12341907
-0.15905671,-0.11664329,-0.030258939,0.12948841,0.12421306
-0.15888694,-0.116585866,-0.030144881,0.12926552,0.12411402
-0.15732127,-0.11606388,-0.029070567,0.12725857,0.12322494
-0.15747562,-0.1161114,-0.029188965,0.12743093,0.123299696
-0.15667613,-0.11584578,-0.02863743,0.12641206,0.122848704
-0.15796515,-0.11627921,-0.029510323,0.12808819,0.12359271
-0.16164987,-0.11742085,-0.032301985,0.13224944,0.12540546
-0.1589621,-0.11661106,-0.030196156,0.12936267,0.12415709
-0.17186877,-0.12042799,-0.040496007,0.14276083,0.12993991
-0.15769702,-0.11618976,-0.029326495,0.12774411,0.123440266
-0.15838687,-0.11639859,-0.029865244,0.12849148,0.123763345
-0.15722579,-0.116028525,-0.029016256,0.12711333,0.12315915
-0.1610448,-0.11728312,-0.031694792,0.13188812,0.12526718
-0.15688324,-0.115916416,-0.02877451,0.1266878,0.1229715
-0.16259393,-0.11773856,-0.032940354,0.13347867,0.12595142
-0.15859881,-0.11648814,-0.029952403,0.12888534,0.12394494
-0.1609146,-0.11715853,-0.031843845,0.13119544,0.12493563
-0.16079786,-0.11720017,-0.03152717,0.13156769,0.125125
-0.16057572,-0.11712308,-0.03138339,0.13126323,0.12498925
-0.15688923,-0.11591756,-0.028781306,0.12669,0.122972146
-0.15725476,-0.11604117,-0.029026622,0.12716983,0.123185396
-0.16318801,-0.1179422,-0.033334106,0.13427648,0.12630525
-0.15950131,-0.1167623,-0.030653741,0.12986931,0.12437089
-0.16033801,-0.11706408,-0.031158248,0.13108966,0.12491985
-0.15754004,-0.11613245,-0.029234435,0.12751067,0.123334885
-0.16198587,-0.11758274,-0.03238377,0.13300315,0.12575592
-0.16034958,-0.117066264,-0.031171367,0.13109358,0.12492095
-0.15830329,-0.11637528,-0.029794136,0.1284139,0.12373056
-0.15704986,-0.11597113,-0.028891435,0.12689614,0.12306346
-0.1576583,-0.11617078,-0.029318973,0.12765525,0.1233985
-0.15878895,-0.11652336,-0.03016975,0.12894686,0.12396157
-0.15723315,-0.116034314,-0.029010678,0.12714444,0.123174295
-0.16700637,-0.11910306,-0.036296505,0.13844511,0.12811103
-0.15760759,-0.11614935,-0.029298102,0.12756117,0.123355076
-0.16079919,-0.11716835,-0.03162355,0.13136034,0.12502275
-0.1612238,-0.11732192,-0.031880893,0.1319825,0.1253015
-0.15774831,-0.11620359,-0.029372057,0.12778874,0.12345872
-0.15709846,-0.11598788,-0.028923076,0.12696195,0.123092845
-0.1648864,-0.11847929,-0.034590505,0.13626513,0.1271747
-0.16665229,-0.119013235,-0.035968594,0.1381741,0.1280008
-0.15896824,-0.11658825,-0.03027688,0.1292097,0.12407999
-0.16258252,-0.117739156,-0.032919306,0.13349253,0.12595901
-0.16101101,-0.117214635,-0.03184207,0.13147429,0.12506492
-0.15690556,-0.11592299,-0.028792609,0.12671086,0.122981355
-0.1601777,-0.11690754,-0.031355377,0.1302165,0.124499574
-0.15790662,-0.11625217,-0.02949377,0.12796457,0.123534955
-0.15910302,-0.1166592,-0.030289214,0.1295508,0.12424091
-0.16384315,-0.1180347,-0.0341457,0.13430092,0.12628342
-0.16073826,-0.117119454,-0.0316655,0.131097,0.12489758
-0.16308032,-0.11774214,-0.033734266,0.13307558,0.12572947
-0.15748495,-0.116120234,-0.029177258,0.12747982,0.123323664
-0.16167657,-0.11741736,-0.032355197,0.13220318,0.12538199
-0.16025917,-0.11697991,-0.031278055,0.13061367,0.12468921
-0.16019772,-0.116984725,-0.031160558,0.13069881,0.12473518
-0.16139527,-0.1173589,-0.032057703,0.13207151,0.12533477
-0.15782325,-0.11623295,-0.029409666,0.12791297,0.123515524
-0.15987349,-0.11691149,-0.030832265,0.13050902,0.124663554
-0.15962572,-0.11680728,-0.030728852,0.13005145,0.124452695
-0.15907134,-0.116620086,-0.030355204,0.12932548,0.12413039
-0.16111407,-0.11721933,-0.0319989,0.13141425,0.12503003
-0.1571704,-0.11601164,-0.028973192,0.12705262,0.12313291
-0.15702961,-0.11596618,-0.028871903,0.12688167,0.12305778
-0.15810385,-0.11630438,-0.029670468,0.12812966,0.12360315
-0.15746337,-0.116108,-0.02917843,0.12741967,0.123294964
-0.1580992,-0.11632653,-0.029594008,0.12827699,0.12367741
-0.15732656,-0.11606248,-0.029084232,0.12724486,0.12321758
-0.15757668,-0.11614516,-0.029258069,0.12756088,0.123357296
-0.15861484,-0.116493836,-0.02996232,0.12890814,0.123955175
-0.15696618,-0.11594327,-0.02883404,0.1267889,0.123015955
-0.1648879,-0.118365504,-0.034917247,0.13552673,0.1268191
-0.15999737,-0.11694165,-0.030951386,0.13059564,0.124697804
-0.15839219,-0.11642362,-0.029796984,0.12864876,0.12384186
-0.16041088,-0.117025614,-0.031395704,0.13077648,0.124760255
-0.15942019,-0.11673002,-0.030613596,0.12973146,0.12430811
-0.15819344,-0.116351366,-0.029679174,0.12835528,0.12370952
-0.15785936,-0.116239585,-0.029451441,0.12792438,0.12351839
-0.16196918,-0.11756305,-0.032414455,0.13289021,0.12570116
-0.15700443,-0.11595646,-0.02885882,0.12684084,0.12303915
-0.15849867,-0.116455056,-0.029882783,0.12875894,0.12388905
-0.15848418,-0.116445504,-0.029887488,0.12870994,0.12386553
-0.16075848,-0.117136024,-0.03165281,0.13118678,0.124939024
-0.15832937,-0.11637888,-0.02982754,0.12841438,0.12372893
-0.15852633,-0.11646821,-0.029889379,0.12881987,0.1239176
-0.1608307,-0.11712643,-0.031801403,0.13106123,0.124873266
-0.15774634,-0.11620315,-0.029369935,0.12778756,0.1234583
-0.16840413,-0.119496144,-0.037469976,0.13976456,0.12867332
-0.16238663,-0.1176558,-0.032839753,0.13312462,0.12578943
-0.16104057,-0.11728291,-0.03168781,0.13189057,0.12526885
-0.15803137,-0.11630379,-0.029547852,0.12818925,0.12363849
-0.15760572,-0.11616039,-0.029260475,0.12763399,0.12339191
-0.15740958,-0.11608894,-0.029145027,0.12734342,0.12326075
-0.16451302,-0.11828096,-0.03454205,0.1353082,0.12673411
-0.16021562,-0.116908744,-0.031413637,0.13019112,0.124485776
-0.16002622,-0.11692723,-0.031044912,0.13047703,0.12463634
-0.15735044,-0.11607162,-0.029096913,0.1272831,0.12323497
-0.15779118,-0.116216995,-0.029404208,0.12783797,0.123480186
-0.1584649,-0.11644702,-0.029849475,0.12873651,0.12388041
-0.1606773,-0.117115065,-0.031577,0.13112208,0.12491341
-0.16111782,-0.11721301,-0.032023836,0.13136998,0.1250081
-0.15827563,-0.116385244,-0.029715398,0.1285025,0.12377727
-0.1583493,-0.116389215,-0.029829958,0.12846377,0.12375216
-0.16234718,-0.11769377,-0.03266068,0.13340527,0.12593055
-0.15861931,-0.11649592,-0.029963553,0.12891772,0.123959646
-0.15932448,-0.11672749,-0.030458461,0.12979887,0.12434862
-0.15911627,-0.11664908,-0.030343179,0.12947378,0.12420124
-0.15725103,-0.1160362,-0.029035836,0.127141,0.12317113
-0.15749279,-0.11612128,-0.029187536,0.12747982,0.12332302
-0.15815502,-0.11633506,-0.029663678,0.12828341,0.123676345
-0.16122028,-0.11732726,-0.031858284,0.13202006,0.12532069
-0.1574587,-0.11610611,-0.0291762,0.12741153,0.123291254
-0.16120622,-0.117237374,-0.032098345,0.13145027,0.12504284
-0.16208352,-0.11759083,-0.03252386,0.13296977,0.12573293
-0.15820684,-0.1163471,-0.029715683,0.12831596,0.1236887
-0.1581251,-0.11633245,-0.029620375,0.12829258,0.12368323
-0.15708332,-0.11598347,-0.028910682,0.12694658,0.12308629
-0.15694937,-0.11593747,-0.028823072,0.12676618,0.12300582
-0.15838344,-0.11640209,-0.029848805,0.12851724,0.12377639
-0.15754399,-0.116133794,-0.029237103,0.127516,0.123337224
-0.15935001,-0.116724566,-0.030511076,0.12975758,0.12432607
-0.15725628,-0.11603896,-0.029036278,0.12715422,0.12317739
