x,p
0.2860710433987568,0.9412190944158327
-0.1601046574792666,1.7178055130040892
-0.43920830263642596,1.6809952355880662
-1.4524267728094853,0.5151497479557472
-1.8712907389110862,-0.32985472604633337
-1.629312163233756,-0.4578575445943458
-1.8026836161638333,-0.9270203410553508
-0.7522054096764377,1.6205634546684067
1.9243757138930913,1.0314227784863812
-0.8588215570251978,1.945384642412964
0.4112116661902605,0.12494034343408345
1.0805228824187747,-0.3707668917454616
-1.9142929576478815,1.7750351066821066
1.5343414122565937,0.024368727833409043
-0.18755294069705908,0.9348746485382993
-1.936638961527839,-0.7526073080144884
0.5114215980422312,-0.38573448772713714
-1.2253953469700196,1.0047612097705194
1.7069811965672947,-1.222673920790871
0.972009768307224,-0.4050042028886973
-0.9312753066995274,-1.3777929890201195
-1.7519672749279813,1.5395498202082591
-1.212954581792748,1.955775482543253
-0.48272316924837844,1.4670732525889782
-0.16246215047305412,-1.6170324015763837
0.19772272195380314,0.9002859615277643
0.4516393919042607,0.043982419199187106
-1.6653503174084694,-0.1671392180899529
-0.2566256963150386,-0.6994503587047705
1.1920539676828978,1.0759195269924846
1.9417552252235217,-1.1914682544699082
0.8884760709382533,-1.1476426026423487
0.7892498387540376,-0.6860701772968287
-1.9387770677507388,1.2996932479193797
1.1474305863955232,1.9817528496689194
-1.7934019897761155,-1.0072472418677156
-1.152963994871219,1.4140516269115753
-0.8391238894449047,-0.4419004650826128
-0.2965432360256002,-1.223666990631703
-1.8882312223210298,0.78267256804966
0.6531560413926609,-0.22870616814803935
1.438629957333601,1.963511161275056
1.407834082548015,1.3468562609109478
-1.4622337140556385,-1.3313348533717249
-1.5860550088210066,0.7191769235936953
-0.6831664152216708,1.1849979536960422
0.3179972811811922,0.654070927291436
0.021499260101671247,-1.044859516084903
0.5976907865776577,-1.4749903104522244
-0.01321746535451096,-1.1088725708437979
-1.573652874062502,0.12264291086052781
-1.3878746259663872,1.4071140169754162
-1.4439750674974845,1.2976177249482475
0.48788460260406996,-0.5395625782980238
-1.3929925090468838,-0.6052775687742042
0.22387514730694846,-1.4056985135609943
-0.5061120810498396,1.8750680024683763
1.0168720486437084,1.6547158345891608
1.1478398790905393,-0.3521161392262644
-0.00926732434606592,1.1855168922730206
1.3077316706392206,-1.1904220367554403
0.6898834399060596,1.2286266082475774
1.7639303522401661,-0.3026711960605608
1.9839661378542548,0.41288346610741966
1.7145516167995067,-1.979633453290306
-1.244800298990167,1.0359976169800271
-0.12448238050192284,1.0622916364317723
