x,p_x,y,p_y
-1.3836188198395005,-1.5544147839696971,0.8688612351019387,-0.12237734416952017
0.3917440156152727,-1.1304231555849857,0.4678761983015547,0.810166704172016
-1.856787180001422,-1.445267193606373,1.484687557456632,1.8323618794791514
-0.8161602111582464,-1.8959594519183363,-1.3837766445042115,0.5378361881905929
1.9645559745942784,-0.7296448484506115,1.7940037593104114,-0.4723184785715886
-1.552068334257775,-0.6282084457118597,1.1713045477874027,1.8748601084070566
-0.17449292599429533,-0.028147999422617698,0.3695424663454512,1.1243308685360338
0.685496740332797,-0.663556811776602,-0.5602922003641666,1.7378305960966522
1.5427320786983425,-1.3252936920402514,1.500646386933378,0.6311393787239683
-1.8730286095947069,-1.1153368233096224,-0.07676606967406974,-0.540804071426348
-1.8856554208741674,-0.14473498039112664,-0.3153423347271618,1.7905594160415568
1.1261510520383191,-1.399322188347898,0.18100979679235207,1.4825637892532204
-1.3483846758806375,-0.07140906433236349,1.4367749278201467,0.20757828672686163
0.3111458210314866,-0.6580219700930996,-1.4051678223093726,0.2542020230422666
0.5705071596349436,-1.0733824010659974,0.49796701586318015,-1.5829561631439217
-0.889968747728985,-1.3935573558825312,-0.45865842626194464,-1.403668102026086
-1.903241153605181,-0.3348484705189845,-0.04606503410090834,1.3945722446354045
1.0940184649557518,-1.7284219483467471,1.7812441396137868,0.17404081424390005
1.3064110102679845,-1.8230011621335485,-0.1476676273342723,-0.9607959079518968
1.9220563935167796,-0.006327785257187912,-1.9192819678509,-0.4283726968039554
-0.847362553397244,-0.48635828761488265,-1.3137080977599305,1.263139234028237
-1.9077236757863156,-0.200183634725982,-1.5393730426196308,-0.2617239147946804
-1.7795584662118933,-1.6868214672647337,-0.8634418604731877,1.5103596455246788
1.3538597795379639,-0.8518948880060107,1.370538925340135,1.0995071040977606
-0.09274462735556854,-0.8545149763172222,-0.016598910219127294,-1.9944405978341098
1.6362101498671975,-0.47553272238523436,-0.9739282986888238,-1.7868047839924457
