0,1,2,3,4
-0.03453455,0.03619187,0.028980449,0.08474607,-0.035548653
-0.035802666,0.037405558,0.030196872,0.09749012,-0.033027735
-0.036508653,0.029412245,0.027895961,0.077853724,-0.03399903
-0.032559585,0.037895333,0.029196193,0.082611255,-0.03622834
-0.03384935,0.029431606,0.028808394,0.076274306,-0.03184407
-0.036273666,0.035655763,0.02830157,0.08713861,-0.035246663
-0.032090135,0.04241804,0.028832644,0.08957248,-0.03445105
-0.03513095,0.032686822,0.028557325,0.07897866,-0.035836693
-0.03442326,0.0325287,0.029730072,0.08034141,-0.035552304
-0.032241903,0.031998433,0.02831474,0.08474813,-0.026762983
-0.032460622,0.03014026,0.029901844,0.078666076,-0.0307631
-0.035309643,0.029857207,0.027610946,0.0823938,-0.029229498
-0.0363591,0.031210165,0.029004142,0.089614876,-0.031295422
-0.036705527,0.031488784,0.029359456,0.08584662,-0.03446911
-0.03465268,0.031332772,0.029106569,0.07743047,-0.035372622
-0.03326226,0.029355437,0.028057763,0.0693109,-0.03353971
-0.031270243,0.04097352,0.028987264,0.08459495,-0.035750188
-0.03546016,0.030478586,0.028568855,0.07733916,-0.03489427
-0.028504819,0.037797786,0.027020624,0.093743175,-0.021262418
-0.03377953,0.029514933,0.028983597,0.0739954,-0.033497658
-0.033614654,0.03521828,0.02951014,0.08170821,-0.035885602
-0.034290716,0.029132891,0.028110038,0.075153254,-0.03153465
-0.034326762,0.030471396,0.029250944,0.08269937,-0.031064197
-0.036016185,0.030837005,0.02859124,0.07968237,-0.034847498
-0.036538508,0.032946788,0.027752802,0.08054708,-0.03649349
-0.03682489,0.03141552,0.02933084,0.086177185,-0.03433837
-0.034549553,0.03507739,0.029605512,0.084976055,-0.035557956
-0.030474529,0.032832723,0.02925795,0.0847921,-0.026363587
-0.03612872,0.030027643,0.028766006,0.08162605,-0.033421498
-0.035211846,0.03016856,0.029384729,0.082383126,-0.03257759
-0.034596503,0.02937432,0.028081667,0.07780759,-0.030821338
-0.03220401,0.033816397,0.028034464,0.09058802,-0.025866926
-0.0344368,0.03059421,0.028435657,0.08372259,-0.029707652
-0.034203548,0.029824873,0.028207356,0.07210819,-0.03445787
-0.03830327,0.030502994,0.028376278,0.08562733,-0.034493756
-0.033677388,0.0301471,0.028317645,0.071033664,-0.03481764
-0.036574572,0.032493755,0.029251868,0.085855044,-0.035014395
-0.036127783,0.032158904,0.03000231,0.087081805,-0.034481533
-0.03528113,0.032982685,0.028331056,0.078758374,-0.03640466
-0.035484724,0.02990264,0.02783947,0.07450966,-0.034759883
-0.03600932,0.030908238,0.028478717,0.07916175,-0.035061125
-0.035225153,0.03044193,0.028253082,0.07552479,-0.034981422
-0.030484974,0.034333006,0.028439319,0.08882118,-0.024950452
-0.033735875,0.029177371,0.028027242,0.07153306,-0.032678764
-0.03472603,0.03123073,0.028773716,0.07649475,-0.035358395
-0.03608779,0.032418456,0.028143913,0.07950464,-0.03641521
-0.033212345,0.030996602,0.02903896,0.08275328,-0.029509123
-0.035743933,0.029765625,0.027680222,0.0821407,-0.030320441
-0.036397673,0.02935354,0.02760771,0.07710035,-0.03366351
-0.03400992,0.030342693,0.02816841,0.07162295,-0.035032816
-0.035675734,0.030666718,0.029704953,0.085334145,-0.03277959
-0.034650996,0.030657958,0.029936183,0.079984516,-0.034418024
-0.036807213,0.031377364,0.028055403,0.080025256,-0.035935882
-0.033955403,0.02981306,0.027903851,0.07860096,-0.02936855
-0.033883534,0.029369045,0.028758695,0.07570616,-0.03207228
-0.027658474,0.0348544,0.028419401,0.08320226,-0.023091204
-0.034432966,0.030282084,0.029249394,0.08211381,-0.03133612
-0.03265198,0.029923916,0.028204065,0.06780923,-0.03446995
-0.034293264,0.030682454,0.030180842,0.08330843,-0.03224974
-0.032287497,0.029990982,0.029614478,0.07723172,-0.030590877
-0.03650028,0.031219322,0.029291844,0.084947824,-0.034069117
-0.0343106,0.03026402,0.029228564,0.08177338,-0.03128873
-0.037643127,0.029979248,0.027884018,0.081984654,-0.0344153
-0.031393252,0.041224614,0.029531267,0.08684926,-0.035239417
-0.0325753,0.030571347,0.029353201,0.080213,-0.02975357
-0.03294947,0.03345414,0.027926916,0.09064679,-0.02644167
-0.034620028,0.030578136,0.030143768,0.08080012,-0.034170594
-0.036052965,0.031747386,0.029972956,0.08659361,-0.034305446
-0.0324947,0.034885675,0.029141555,0.07666953,-0.03662824
-0.034557853,0.02922622,0.028254315,0.07571218,-0.032171506
-0.032614004,0.030332765,0.02947636,0.07953297,-0.030117178
-0.034991123,0.032512963,0.027746309,0.091136016,-0.028178792
-0.03527441,0.032064922,0.0289126,0.07970579,-0.035502795
-0.034868218,0.032327794,0.029896656,0.082181565,-0.035194505
-0.032834314,0.03078728,0.02887326,0.07078053,-0.035278194
-0.036586482,0.034473885,0.030228252,0.09541749,-0.0334571
-0.03357972,0.029868793,0.029374436,0.07403493,-0.034225326
-0.035760242,0.043264836,0.028211236,0.10209341,-0.032352723
-0.035963085,0.029763764,0.02840735,0.08020557,-0.033114307
-0.036718067,0.03584635,0.03018958,0.10127362,-0.03169776
-0.03385666,0.029847708,0.02811321,0.07073256,-0.034571618
-0.038309395,0.036813505,0.027712062,0.092763826,-0.03568817
-0.030323744,0.0318617,0.029554253,0.08109267,-0.02720739
-0.03601613,0.03293395,0.029671658,0.08632146,-0.034947984
-0.03471918,0.029946342,0.02795751,0.07270305,-0.034747433
-0.032009356,0.041035097,0.029091245,0.08687113,-0.035475634
-0.03579998,0.031022822,0.029386759,0.08214804,-0.034678243
-0.035451807,0.03513729,0.029844856,0.08874569,-0.035112537
-0.03610866,0.03554959,0.027793314,0.0839698,-0.036559887
-0.033775438,0.029503342,0.028913314,0.07691451,-0.031633936
-0.037471134,0.030483544,0.028383931,0.087175906,-0.0326337
-0.036127027,0.031153675,0.029879529,0.08759306,-0.033143528
-0.03630032,0.03285496,0.028122649,0.081105694,-0.03607014
-0.037613142,0.030464834,0.02845413,0.092350274,-0.030038014
-0.034769047,0.03834422,0.02756543,0.0846444,-0.036720004
-0.036027405,0.029982682,0.028848153,0.0819699,-0.033123743
-0.03381891,0.029386422,0.028504243,0.0728772,-0.033242255
-0.034901403,0.036208816,0.02916171,0.08650664,-0.035340022
-0.037832513,0.036712833,0.029124007,0.10572014,-0.030295199
-0.03070276,0.030746346,0.029223222,0.07650974,-0.028197387
-0.03370893,0.035713147,0.029331923,0.082475126,-0.03579426
-0.03321261,0.032018356,0.02857143,0.08701886,-0.02794289
-0.033732556,0.029736593,0.029032176,0.078160204,-0.03139339
-0.034322422,0.03653766,0.029166233,0.08556947,-0.03562079
-0.034552153,0.03415548,0.029788936,0.08367841,-0.035557233
-0.035475165,0.030026142,0.028118566,0.07565319,-0.034635924
-0.032951653,0.031521544,0.029244732,0.073006004,-0.03566011
-0.033806488,0.0351403,0.028731763,0.07966931,-0.036446545
-0.03496661,0.032841597,0.0289662,0.08032822,-0.035812236
-0.03232174,0.034079947,0.029870704,0.07695928,-0.036241718
-0.03441957,0.030197173,0.029452974,0.08163664,-0.03180368
-0.032928254,0.042795807,0.028556326,0.09241037,-0.034007244
-0.035488237,0.034193233,0.02963439,0.08644024,-0.03536479
-0.0362723,0.033895172,0.028707186,0.0851168,-0.03542957
-0.031879716,0.041136373,0.02800112,0.08341088,-0.036493637
-0.035219423,0.030681705,0.028462712,0.075836785,-0.035579465
-0.031201184,0.030714627,0.029397413,0.07811009,-0.028563369
-0.03362856,0.02915909,0.02818144,0.07238959,-0.03217636
-0.03733649,0.033135343,0.027714062,0.08284694,-0.03662641
-0.03458773,0.031399272,0.028937373,0.07680099,-0.035364162
-0.034016877,0.031316843,0.030433968,0.08011751,-0.03485368
-0.03625121,0.032913633,0.028575102,0.08297993,-0.035431743
-0.034943823,0.031092802,0.029068355,0.0779242,-0.035201218
-0.034967564,0.030354619,0.028792232,0.07645224,-0.034816958
-0.034178264,0.035124592,0.02923741,0.08242567,-0.03577926
-0.03687812,0.03132448,0.028854955,0.08408926,-0.03472442
-0.032457817,0.0365251,0.02992714,0.08186753,-0.036045503
-0.03537149,0.031414345,0.030313056,0.08523215,-0.03403724
-0.033598997,0.033839226,0.029142728,0.09449952,-0.027639542
-0.032986443,0.037122376,0.029483953,0.083445,-0.03573861
-0.035061207,0.034343973,0.030420607,0.08829051,-0.034867615
-0.03666699,0.030269125,0.0283268,0.08490738,-0.032238606
-0.034781408,0.034497082,0.029457182,0.08370412,-0.035910852
-0.03513158,0.030215258,0.029616604,0.08145997,-0.033423908
-0.035300873,0.031946443,0.028187584,0.077080384,-0.035971742
-0.033764273,0.038973548,0.028805863,0.08739073,-0.035139963
-0.034895692,0.03169956,0.029521555,0.080452405,-0.03520653
-0.03414282,0.029761503,0.028835434,0.078304335,-0.03174435
-0.036104035,0.02929296,0.027891869,0.07672585,-0.033798434
-0.03350752,0.034677226,0.029568791,0.08043933,-0.036153495
-0.035578582,0.03233859,0.02918106,0.081977874,-0.035424788
-0.029620562,0.033472527,0.028896218,0.08401539,-0.025322866
-0.03798324,0.033468686,0.02937904,0.09562781,-0.03308591
-0.035715252,0.032714672,0.029327968,0.08350263,-0.035334963
-0.0344249,0.029476304,0.028590817,0.07508643,-0.033284202
-0.035771478,0.02966779,0.028635055,0.07884582,-0.033717193
-0.03476479,0.039434373,0.028422307,0.09036659,-0.0346713
-0.034859028,0.03056199,0.028889352,0.07681303,-0.03492043
-0.033453535,0.02948234,0.028964203,0.07615568,-0.031529974
-0.035063975,0.030232925,0.02870291,0.07640774,-0.03469982
-0.033811267,0.029777804,0.028979186,0.07797031,-0.03159809
-0.033257954,0.02984631,0.02833649,0.0698215,-0.03441266
-0.037726086,0.03463929,0.028611243,0.09145075,-0.03463881
-0.032638602,0.029369852,0.029172849,0.07293876,-0.03212891
-0.037407763,0.032290287,0.029233357,0.0948943,-0.0316187
-0.03572502,0.029569104,0.02828901,0.07980082,-0.032443892
-0.03528353,0.03145882,0.028563436,0.07781968,-0.03538385
-0.03436753,0.029700791,0.02921838,0.077335596,-0.03323783
-0.033884097,0.035524096,0.028276438,0.07911131,-0.03678927
-0.035672702,0.031766705,0.028927114,0.080614336,-0.0352964
-0.033568442,0.03072605,0.028423497,0.07145956,-0.035310403
-0.030445594,0.034275465,0.028418418,0.08834002,-0.02497881
-0.034528576,0.03069008,0.029978693,0.079689,-0.03448354
-0.036175784,0.031015396,0.028392797,0.088179246,-0.030709747
-0.035770975,0.030452168,0.029408883,0.08383949,-0.032995094
-0.03742881,0.035269476,0.028503517,0.08882091,-0.036705326
-0.035194762,0.029883057,0.028169122,0.07474817,-0.03458871
-0.034187432,0.030220106,0.028645689,0.08171506,-0.030173827
-0.03328386,0.03171069,0.028916022,0.07323396,-0.03581397
-0.033097673,0.03331619,0.029614573,0.07723919,-0.036003523
-0.03714745,0.03082344,0.029044818,0.08696965,-0.0334759
-0.033299983,0.03168754,0.029202644,0.074132904,-0.0356644
-0.0341433,0.029590141,0.029085493,0.07644723,-0.032919727
-0.03341015,0.031548318,0.029118579,0.085751995,-0.029058674
-0.038691442,0.032116193,0.028645653,0.0919898,-0.033873733
-0.03445921,0.035375617,0.027766805,0.10008005,-0.026001688
-0.03264975,0.029501552,0.029454738,0.07521858,-0.031504896
-0.029088754,0.033692114,0.028824653,0.08339472,-0.024810862
-0.03490407,0.030290782,0.029247899,0.07796124,-0.034517758
-0.03518235,0.03228695,0.02873845,0.07921123,-0.035567187
-0.034554638,0.031245956,0.02893357,0.076499805,-0.03533446
-0.036350876,0.030333811,0.029011954,0.08412627,-0.033134267
