0,1,2,3,4
-0.8380236,0.16021596,0.3508074,0.700283,-0.6461124
-1.0416864,-0.37655038,0.7043682,0.4350715,-0.4375211
-0.20952359,0.046752673,0.016672593,0.33609658,-0.3829109
-0.4673737,-0.2743093,0.53418607,0.056137323,-0.5121653
-0.19662565,0.16536497,0.16205998,0.4359636,-0.7513069
0.109611325,-0.1085332,0.10561289,0.52855617,-0.8073245
-0.21532884,-0.08530283,0.12176971,-0.02561451,-0.20752834
-0.26147562,-0.41351464,0.42404494,0.023615895,-0.42096275
-0.71681017,-0.15957107,0.4919279,0.25019822,-0.4433239
-0.64266443,-0.63774353,0.2195481,0.6244068,-0.0391595
0.07308557,-0.34081668,0.0011909828,0.69905394,-0.5905418
-0.22641212,-0.048803743,0.12245552,0.009229919,-0.24565579
-0.01645396,-0.16733536,0.16298734,0.04416327,-0.43307096
-0.20873597,-0.7974014,0.14269572,0.70921,-0.2652713
-0.008568471,-0.2718958,-0.0008641742,0.368585,-0.3475952
-0.0058326833,-0.70186645,0.5442749,0.31890047,-0.8131554
-0.31106207,-0.36330017,0.8349392,0.1449814,-1.0641274
-0.5729222,-0.54019135,0.24470466,0.41918534,-0.066735715
-0.4161841,-0.37530354,-0.014607586,0.6789896,-0.10985173
-0.5863387,0.020796955,0.0059304573,0.8417316,-0.36466885
-0.47812322,0.25655055,0.37927186,0.538358,-0.939731
-0.12477236,-0.15018536,-0.023132518,0.17067662,-0.16100688
-0.4979496,-0.21763673,0.3886629,0.08947257,-0.33662182
0.011161655,-0.022153672,0.20439856,0.28265923,-0.7592327
-0.17475331,-0.06921549,0.02985575,0.020465257,-0.14982572
-0.16438076,-0.018578406,0.2634468,0.073141955,-0.56676733
-0.16484389,-0.0855311,-0.016372558,0.16365503,-0.17372936
-0.32539377,-0.27561012,0.3796049,-0.0024436694,-0.3755582
-0.26533374,-0.43377185,-0.1553906,1.3500258,-0.44397742
-0.29266712,-0.6002252,0.0067431573,0.7845847,-0.17519698
-0.05366005,-0.22844376,-0.04805399,0.4962473,-0.35237747
0.02533821,-0.37783548,-0.024195202,0.72964627,-0.5135739
-0.014350822,-0.72968,0.1539722,0.6720241,-0.46461165
-1.0295286,-0.1559679,0.12565005,1.1918883,-0.2653213
-0.056578565,-0.10951493,-0.0448579,0.47102633,-0.41483495
0.02023431,-0.5109212,0.49609566,0.23771846,-0.839019
-0.05081209,-0.18875217,0.04599704,0.006522177,-0.19432172
-0.4835671,-0.0019605784,0.21980031,0.23998037,-0.34819537
-0.4945637,0.22300033,0.12739177,0.7158251,-0.664579
-0.16682038,-0.17659192,0.048164222,-0.009650109,-0.091261655
-0.26019847,-0.085648604,-0.117705524,0.9350406,-0.45387638
-0.07525576,-0.11399726,0.089669116,-0.055951193,-0.24554989
-0.18373987,-0.14734314,0.008762296,0.08431683,-0.10064233
0.0064307787,-0.17788576,-0.05480854,0.7426253,-0.58870155
-0.28102055,-0.41149768,0.15080564,0.17163943,-0.10706437
-0.11455333,-0.4102551,0.09145014,0.2096209,-0.19324802
-0.58246,-0.28497183,-0.16589953,1.5203998,-0.38158622
0.08760259,-0.74387294,0.09553528,1.0095783,-0.6705711
-0.64087003,-0.18682085,0.23292637,0.3581571,-0.18250465
-0.035007127,-0.10974695,0.11176869,0.024009453,-0.36785334
0.050267704,-0.5934378,0.08401069,0.7014026,-0.53142273
-0.56687635,-0.208141,0.26184696,0.2315414,-0.19664651
0.012548983,-0.038841087,0.18857291,0.25481847,-0.7100187
0.07267022,-0.6424913,0.03884356,0.9951132,-0.6383266
-0.54508317,-0.57383883,0.42117882,0.22852746,-0.19841075
-0.2783828,-0.29931727,-0.06254488,0.64201564,-0.1863435
0.010342114,-0.46472517,-0.028982397,0.85764486,-0.5194853
-0.7406807,-0.09196213,-0.03458937,1.1912842,-0.32733312
-0.35101163,-0.5446575,0.40892142,0.11619646,-0.29288474
-0.045452707,-0.24542892,0.09909232,0.021001982,-0.24868515
-0.30390266,0.14992143,0.35203567,0.32305646,-0.84058434
-0.6051737,0.0754602,0.2612351,0.4205961,-0.46932012
-0.75766355,-0.3723506,0.28564557,0.47925508,-0.11479398
-0.6409213,-0.09417922,0.39101025,0.24515897,-0.40515202
-0.4906434,-0.22146139,0.43666863,0.07499466,-0.39734578
-0.7213529,-0.5159694,0.092323855,0.8832298,-0.047083903
-0.26140445,-1.00401,0.42189056,0.57659394,-0.38773334
-0.38074735,-0.5744969,0.36684284,0.17557886,-0.22680296
